year,mean_population,std_population,min_population,max_population,mean_age,std_age,min_age,max_age
0,20.0,0.0,20,20,0.0,0.0,0.0,0.0
1,20.0,0.0,20,20,1.0,0.0,1.0,1.0
2,20.0,0.0,20,20,2.0,0.0,2.0,2.0
3,20.0,0.0,20,20,3.0,0.0,3.0,3.0
4,20.0,0.0,20,20,4.0,0.0,4.0,4.0
5,20.0,0.0,20,20,5.0,0.0,5.0,5.0
6,20.0,0.0,20,20,6.0,0.0,6.0,6.0
7,20.0,0.0,20,20,7.0,0.0,7.0,7.0
8,20.0,0.0,20,20,8.0,0.0,8.0,8.0
9,24.5,1.957890020745122,20,27,7.3488907469342255,0.5385801866853124,6.666666666666667,8.55
10,26.6,2.2705848487901874,21,29,7.698119349360729,0.573782379603116,7.103448275862069,9.095238095238095
11,30.7,3.1287200080686164,24,35,7.400055465987589,0.5354279988035723,6.714285714285714,8.375
12,33.7,3.433495141818158,26,39,7.584478311720959,0.5403411848540189,6.794871794871795,8.653846153846153
13,36.7,3.8887301554906344,29,42,7.781484509619477,0.6203092452250649,6.7105263157894735,8.655172413793103
14,40.3,4.98998997994986,29,45,7.985572133934203,0.8103724143995676,6.659090909090909,9.655172413793103
15,43.2,5.2451035367389185,37,54,8.200194314399507,0.6945330678370276,7.022222222222222,9.2
16,46.4,5.059644256269407,39,55,8.47990847897243,0.5498018577335719,7.666666666666667,9.390243902439025
17,48.6,4.195235392680605,42,55,8.86650926770492,0.5491763755094268,7.8,9.854166666666666
18,51.2,5.808040403899867,45,60,9.133287319620091,0.6070068209675732,8.133333333333333,10.319148936170214
19,55.2,4.516635916254486,51,63,9.199370320177529,0.4827075633225132,8.26984126984127,9.807692307692308
20,58.5,6.39878460681749,53,70,9.22298764642677,0.5561716855050404,8.342857142857143,9.867924528301886
21,62.5,7.84927455954441,55,78,9.227624831630617,0.7168775235200358,8.025641025641026,10.10909090909091
22,67.0,8.069145624606803,58,82,9.231707532739474,0.6789490217863839,8.217391304347826,10.090909090909092
23,71.3,6.498717822257966,62,81,9.224669334954164,0.6082391083749618,8.32857142857143,10.112676056338028
24,76.1,7.062420107709381,69,88,9.172952734689853,0.4671506030419804,8.62962962962963,9.935064935064934
25,80.4,8.044321668799125,71,98,9.175993061295424,0.4674384515497186,8.476744186046512,9.95
26,84.0,9.626352718795768,71,96,9.137404617850544,0.5418884240228992,8.489583333333334,9.975903614457831
27,88.9,10.492854711659739,73,103,9.203559960802956,0.42464079933058857,8.533980582524272,10.034090909090908
28,94.3,11.916841490559111,79,112,9.21394752267029,0.5134455810101934,8.531645569620252,10.10752688172043
29,96.9,13.328749211968676,78,115,9.140335029586753,0.6311723452811647,7.977777777777778,10.290322580645162
30,101.4,12.258330500792784,84,116,9.259268711947833,0.49901596707955453,8.193548387096774,10.130952380952381
31,104.2,12.717442090818944,83,118,9.550963482302024,0.6174081981320582,8.56701030927835,10.63855421686747
32,98.3,13.342080464122192,76,113,7.820570140374381,0.4917407016060743,7.175824175824176,8.901234567901234
33,102.6,15.218409903797438,73,121,7.925561847816171,0.4846477068622762,7.295918367346939,8.825581395348838
34,106.1,14.903019828209315,82,123,8.018559495565889,0.6331182355558099,7.29,9.383720930232558
35,106.2,17.183971860105245,79,127,8.143642655075919,0.5548798164001874,7.515789473684211,9.305882352941177
36,108.5,17.97065509224537,82,127,8.395190964063238,0.6080554510018181,7.552083333333333,9.729411764705882
37,115.2,17.718791029738895,96,137,8.211120370903688,0.5066881796216266,7.59,9.166666666666666
38,121.5,18.58464120958187,98,145,8.064763481728594,0.5120511263806257,7.055045871559633,8.666666666666666
39,126.3,20.41812919931696,102,153,8.151665679224873,0.4983564283105588,7.318965517241379,8.942857142857143
40,131.2,19.7135035501613,106,163,8.153839701504467,0.39400201200401974,7.425,8.55944055944056
41,135.4,23.917450625943488,103,171,8.018791905695291,0.3790429009960615,7.405172413793103,8.561643835616438
42,140.3,25.798578772224385,105,182,8.029171139989398,0.38450612403350787,7.2846715328467155,8.495495495495495
43,142.5,25.417622932830593,108,183,8.112532842941803,0.41523748641478303,7.345323741007194,8.699386503067485
44,144.7,26.098318379202563,112,190,8.257928622494134,0.3824738107242844,7.411347517730497,8.715384615384615
45,145.7,28.162425716230874,110,190,8.279428698139151,0.40453180547071366,7.436619718309859,8.795275590551181
46,149.0,29.61981318869742,115,185,8.309827452607154,0.315487344054283,7.690140845070423,8.666666666666666
47,148.6,31.348223412358013,108,186,8.308792667225292,0.31513603969310316,7.905882352941177,8.871794871794872
48,151.4,32.080454416288354,113,192,8.208241601177196,0.25199713307309796,7.964601769911504,8.682926829268293
49,152.8,31.72380809423736,115,192,8.237486127875703,0.37445436288475464,7.848958333333333,8.860869565217392
50,156.3,32.81615455838786,117,203,8.16867617382913,0.3311210868467408,7.807881773399015,8.64804469273743
51,161.1,35.899396466607435,118,208,8.090155101530367,0.3190179830367898,7.536585365853658,8.48031496062992
52,164.1,35.3536105338306,114,211,8.003441138345682,0.30199534204377615,7.4170616113744074,8.430769230769231
53,167.0,39.15212496006939,109,217,8.060818125555082,0.3092310825362091,7.481481481481482,8.483695652173912
54,167.9,38.056828851366774,113,223,7.974786842701434,0.498604154284571,7.496402877697841,8.828282828282829
55,170.3,41.66546664938617,106,237,8.023049776325424,0.4070088847883455,7.601694915254237,8.76
56,174.0,46.90889515267274,106,247,7.970574980015077,0.2759512825680021,7.527777777777778,8.473429951690822
57,177.6,47.3126715467314,107,251,7.952895163120554,0.3092062579848095,7.348214285714286,8.280898876404494
58,181.5,47.486255321350036,110,252,7.960556618372668,0.3173792305315945,7.258503401360544,8.321428571428571
59,188.6,49.64809496177405,117,269,7.902234116495653,0.2777430152043234,7.512820512820513,8.271375464684015
60,190.7,53.19784874514299,114,280,7.8985973945495145,0.36018680130560815,7.368421052631579,8.46078431372549
61,192.1,55.636618636769555,105,287,7.798414413755713,0.39033711126033405,7.190476190476191,8.428571428571429
62,193.2,53.93576426330368,105,283,7.741567235673143,0.3809762398355262,7.133333333333334,8.390697674418604
63,193.5,54.25710398955452,106,287,7.714041276463485,0.3929711289646039,7.259036144578313,8.456896551724139
64,196.5,54.8153465940171,104,293,7.697585380228839,0.4160303994718901,7.134615384615385,8.406113537117903
65,196.1,56.15148162683589,98,295,7.79662813283055,0.44061055924331566,7.21875,8.676991150442477
66,197.7,57.6156807359478,97,296,7.749043225431135,0.4834608264299182,6.991869918699187,8.406113537117903
