year,mean_population,std_population,min_population,max_population,mean_age,std_age,min_age,max_age
0,30.0,0.0,30,30,0.0,0.0,0.0,0.0
1,30.0,0.0,30,30,1.0,0.0,1.0,1.0
2,30.0,0.0,30,30,2.0,0.0,2.0,2.0
3,30.0,0.0,30,30,3.0,0.0,3.0,3.0
4,30.0,0.0,30,30,4.0,0.0,4.0,4.0
5,30.0,0.0,30,30,5.0,0.0,5.0,5.0
6,30.0,0.0,30,30,6.0,0.0,6.0,6.0
7,30.0,0.0,30,30,7.0,0.0,7.0,7.0
8,35.1,2.5144029554194818,33,40,6.797949762655645,0.4756743248541256,6.0,7.2727272727272725
9,39.9,3.6347092196090616,37,47,6.8068192763317255,0.5200732678217362,5.957446808510638,7.378378378378378
10,45.8,4.638007234913624,41,53,6.816055176804861,0.570704471550216,5.6415094339622645,7.380952380952381
11,51.7,4.7621190427978375,46,59,6.839290861417079,0.5950536036355776,5.7894736842105265,7.695652173913044
12,56.0,4.9216076867444665,49,67,7.180440497000072,0.5333958697903165,6.3559322033898304,8.0
13,60.5,5.642103626603586,54,71,7.429756658702296,0.5996308228807541,6.382352941176471,8.166666666666666
14,64.6,5.641118880348312,57,72,7.750056372521715,0.5239694586272494,6.972222222222222,8.655172413793103
15,68.3,5.657836257007718,61,76,8.198195171326955,0.467818823532538,7.492537313432836,9.0
16,72.4,6.363087999461338,62,82,8.589798399255574,0.5292544502414701,8.014084507042254,9.53125
17,78.5,9.834745661287952,66,99,8.708201869475841,0.738456253462869,7.4646464646464645,9.742424242424242
18,85.0,9.809292646374775,71,104,8.833605023773874,0.6703477135237406,7.978260869565218,9.985915492957746
19,91.3,8.907549856410824,76,106,8.924818106036442,0.5264626116881197,8.26,9.973684210526315
20,97.7,11.972654026757995,82,118,9.074100593653077,0.6385954475057841,8.054054054054054,10.170731707317072
21,103.2,13.660974424330876,82,128,9.235361955176659,0.6006592482276385,8.341880341880342,10.402439024390244
22,109.2,14.474498648005433,89,138,9.30331312490972,0.4510981127346837,8.666666666666666,9.887640449438202
23,116.5,15.356865999719258,94,148,9.346576703544658,0.5655206942404659,8.429824561403509,10.095744680851064
24,125.6,17.417743188420758,100,164,9.314299325921109,0.502440069107089,8.544715447154472,9.974137931034482
25,132.1,20.452926984229475,101,176,9.345739317471544,0.4293641464868585,8.778409090909092,10.118811881188119
26,139.6,22.603834482966228,107,188,9.362790075942131,0.5107065914939121,8.648936170212766,10.233644859813085
27,146.8,23.52209363319704,113,193,9.356787427072424,0.34765134638349343,8.808290155440414,9.807017543859649
28,154.5,26.53404521658082,116,206,9.295948266323146,0.454534027167796,8.805825242718447,10.31081081081081
29,158.1,27.41228435087695,125,218,9.680478355842284,0.4948759412826785,9.137614678899082,10.95973154362416
30,164.3,27.27249326498934,132,226,9.760322309262968,0.6757108587018333,9.122302158273381,11.47972972972973
31,169.2,28.897520078142804,141,239,9.812861782769723,0.5711620458051959,9.0418410041841,10.871621621621621
32,164.1,31.17851824574093,134,242,7.931474296109717,0.5040502070468437,7.4,9.082191780821917
33,171.0,33.06559138036599,143,254,8.064526468919333,0.3736837452122527,7.533333333333333,8.64102564102564
34,179.5,35.1164728676823,147,263,8.161246392529225,0.25760861500662746,7.70440251572327,8.4472049689441
35,186.1,39.62168317699007,147,285,8.308969358545161,0.2784522477221033,8.005128205128205,8.844311377245509
36,194.9,43.467612464147756,157,305,8.328326722526972,0.2136074277926876,7.9950495049504955,8.675257731958762
37,204.4,44.35763744835831,163,317,8.290893297080288,0.22663274904320116,8.052631578947368,8.812807881773399
38,212.4,46.4427963556603,174,332,8.329626601907279,0.27285972150770227,8.018181818181818,8.869565217391305
39,220.3,48.618812088417876,175,345,8.419234506083408,0.25978987358060507,8.046376811594202,8.920353982300885
40,231.0,47.928187020907764,186,351,8.294959081713747,0.35159690698132523,7.896551724137931,8.934272300469484
41,236.5,48.48653879629319,186,348,8.279159864798212,0.41494337937161135,7.842592592592593,9.101941747572816
42,242.6,49.11935576848612,185,358,8.136365953971206,0.3488803490889802,7.748837209302326,8.695454545454545
43,250.6,49.30900300936714,191,368,8.066994774671569,0.2976337960729179,7.469565217391304,8.435897435897436
44,255.0,49.902126429864914,194,370,7.9986404286814885,0.2473562031074662,7.551282051282051,8.388646288209607
45,262.4,47.972677408893674,207,374,8.05071680713295,0.34822728276739284,7.554621848739496,8.606837606837606
46,270.4,51.14510946534597,212,384,8.024879613479559,0.23434270649736186,7.731132075471698,8.334470989761092
47,278.5,55.954842904295994,221,401,8.016175732611849,0.19253752299647736,7.712550607287449,8.32905982905983
48,285.2,59.944047985508035,217,418,7.975319403880105,0.30846637093455387,7.396078431372549,8.416666666666666
49,292.8,63.9718688174732,231,433,7.971873526343312,0.34333126843182504,7.384328358208955,8.581196581196581
50,297.5,68.41580389224569,232,443,7.993789168342417,0.3320419754944039,7.392592592592592,8.551724137931034
51,304.9,65.07849960709844,241,443,7.9354720647156185,0.35804779660914904,7.255395683453237,8.448132780082988
52,312.9,65.25922667842967,246,449,7.967568631022155,0.33708585825875426,7.32404181184669,8.491869918699187
53,316.6,63.72022180333859,255,448,7.932677159284376,0.3103952131721087,7.2593856655290105,8.318936877076412
54,319.2,64.2318716318724,260,449,7.904350658357662,0.2917963293874241,7.417808219178082,8.284615384615385
55,326.6,67.60046022197055,254,470,7.866847162923447,0.2987131798189566,7.397849462365591,8.34251968503937
